AR Ref Nbr,Days Past Due,Aging Bucket,AR Doc Type,PF Ref Nbr,Post Date,Status,Terms,Due Date,Amount,Retainage,Open Balance,Unreleased Retainage,Released Retainage,Date Payment Received,Branch ID,Branch,Customer ID,Customer Name,Sales Rep,Service,Warranty,Project ID,Project Start Date,Project Stage,Billing Stage,Substantial Completion Date,Project Site Address 1,Project Site Address 2,Project Site City,Project Site State,Project Site Zip Code,Site = Default Billing,Billing Email,Customer Default Payment Type,Parent Account ID,Retainage Document,Billing Address 1,Billing Address 2,Billing City,Billing State,Billing Zip Code,Invoice Created By
AR000368,,,Invoice,PF000075,09/26/2024,Closed,RECEIPT,09/26/2024,"11,567.45",0.00,0.00,0.00,0.00,12/04/2024,11100,"Milwaukee, WI",BA010011,Reich Brothers,Adam Hickmann,TRUE,,PR00045471,07/03/2024,Job Complete,Paid in Full,,21800 S Cicero Ave.,,Matteson,IL,60443,TRUE,,CHECK,,FALSE,172 South Broadway,,White Plains,NY,10605,Megan Block
AR000367,,,Invoice,PF000074,09/26/2024,Open,RECEIPT,09/26/2024,"3,112.00",0.00,"3,112.00",0.00,0.00,,11100,"Milwaukee, WI",BA007877,Namdar Realty Group,Christopher Shields,TRUE,,PR00045497,07/17/2024,Job Complete,,,7601 S Cicero Ave,,Chicago,IL,60652,TRUE,,CHECK,,FALSE,1401 NY-300,,Newburgh,NY,12550,Megan Block
AR000366,,,Invoice,PF000073,09/26/2024,Closed,NET30,10/26/2024,"3,974.20",0.00,0.00,0.00,0.00,10/10/2024,11100,"Milwaukee, WI",BA012125,Brookside Baptist Church,Paul Brissman,TRUE,,PR00045472,06/25/2024,Job Complete,Paid in Full,,4470 Pilgrim Rd,,Brookfield,WI,53005,TRUE,jweinkauf@sbcglobal.net,CHECK,,FALSE,4470 Pilgrim Rd,,Brookfield,WI,53005,Megan Block
AR000365,,,Invoice,PF000072,09/26/2024,Closed,NET30,10/26/2024,850.00,0.00,0.00,0.00,0.00,10/17/2024,11100,"Milwaukee, WI",BA021663,Shining Star Christian Schools,Ray Hollnagel,TRUE,,PR00045845,07/18/2024,Job Complete,Paid in Full,,137 N 66th St,,Milwaukee,WI,53213,TRUE,,CHECK,,FALSE,137 N 66th St,,Milwaukee,WI,53213,Megan Block
AR000364,,,Invoice,PF000071,09/25/2024,Closed,RECEIPT,09/25/2024,"41,948.39",0.00,0.00,0.00,0.00,10/25/2024,11100,"Milwaukee, WI",BA020998,Geneva Lakes Family YMCA,Adam Hickmann,,,PR00045384,04/29/2024,,Paid in Full,,203 S Wells St,,Lake Geneva,WI,53147,TRUE,scott.teske@glymca.org,CHECK,,FALSE,203 South Wells Street,,Lake Geneva,WI,53147,Megan Block
AR000363,,,Credit Memo,PF000070,09/25/2024,Closed,,,338.40,0.00,338.40,0.00,0.00,11/04/2024,11100,"Milwaukee, WI",BA012142,Radius Packaging,Adam Hickmann,,,PR00045968,01/10/2024,Job Complete,Paid in Full,09/26/2024,2160 S 170th St.,,New Berlin,WI,53151,TRUE,cadams@radiuspkg.com,CHECK,,FALSE,2160 S 170th St,,New Berlin,WI,53151,Megan Block
AR000362,,,Invoice,PF000069,09/25/2024,Closed,RECEIPT,09/25/2024,"24,936.33",0.00,0.00,0.00,0.00,09/25/2024,11100,"Milwaukee, WI",BA006779,Scot Forge Co.,Adam Hickmann,,,PR00045541,09/30/2024,Job Complete,Paid in Full,10/04/2024,8001 Winn Rd.,,Spring Grove,IL,60081,TRUE,,CHECK,,FALSE,8001 Winn Rd,,Spring Grove,IL,60081,Megan Block
AR000361,,,Invoice,PF000068,09/25/2024,Closed,RECEIPT,09/25/2024,"143,364.66",0.00,0.00,0.00,0.00,12/09/2024,11100,"Milwaukee, WI",BA006779,Scot Forge Co.,Adam Hickmann,,,PR00045395,05/14/2024,Job Complete,Paid in Full,,8001 Winn Rd,,Spring Grove,IL,60081,TRUE,,CHECK,,FALSE,8001 Winn Rd,,Spring Grove,IL,60081,Megan Block
AR000360,,,Credit Memo,PF000067,09/25/2024,Closed,,,"6,500.00",0.00,"6,500.00",0.00,0.00,09/25/2024,11100,"Milwaukee, WI",BA021647,1612306 Main Commercial Construction,Khary Penebaker,,,PR00045029,08/26/2024,Job Complete,,03/21/2025,"7404 246th Ave, Salem, WI 53168",,Paddock Lake,WI,53168,TRUE,,CHECK,,FALSE,310 Melvin DR,Suite 21,Northbrook,IL,60062,Megan Block
AR000359,,,Invoice,PF000062,09/23/2024,Open,NET90,12/22/2024,"129,000.00","6,450.00",73.00,0.00,"6,450.00",,11100,"Milwaukee, WI",BA021615,1611963 DNR Michigan Iron Industry Museum,Khary Penebaker,,,PR00045904,04/08/2024,Job Complete,,,"73 Forge Rd, Negaunee, MI 49866",,Negaunee,MICHIGAN,49866,TRUE,,CHECK,,FALSE,"73 Forge Rd, Negaunee, MI 49866",,Negaunee,MI,49866,Megan Block
AR000358,,,Credit Memo,,09/23/2024,Closed,,,"231,504.05","6,450.00",0.00,0.00,0.00,09/23/2024,11100,"Milwaukee, WI",BA021615,1611963 DNR Michigan Iron Industry Museum,Khary Penebaker,,,PR00045904,04/08/2024,Job Complete,,,"73 Forge Rd, Negaunee, MI 49866",,Negaunee,MICHIGAN,49866,TRUE,,CHECK,,FALSE,"73 Forge Rd, Negaunee, MI 49866",,Negaunee,MI,49866,Megan Block
AR000357,,,Invoice,PF000054,09/18/2024,Closed,NET90,12/17/2024,"107,899.00","5,394.95",0.00,0.00,"5,394.95",06/30/2025,11100,"Milwaukee, WI",BA021615,1611963 DNR Michigan Iron Industry Museum,Khary Penebaker,,,PR00045904,04/08/2024,Job Complete,,,"73 Forge Rd, Negaunee, MI 49866",,Negaunee,MICHIGAN,49866,TRUE,,CHECK,,FALSE,"73 Forge Rd, Negaunee, MI 49866",,Negaunee,MI,49866,Megan Block
AR000356,,,Credit Memo,,09/18/2024,Closed,,,"107,899.00","5,394.95",0.00,0.00,0.00,09/18/2024,11100,"Milwaukee, WI",BA021615,1611963 DNR Michigan Iron Industry Museum,Khary Penebaker,,,PR00045904,04/08/2024,Job Complete,,,"73 Forge Rd, Negaunee, MI 49866",,Negaunee,MICHIGAN,49866,TRUE,,CHECK,,FALSE,"73 Forge Rd, Negaunee, MI 49866",,Negaunee,MI,49866,Megan Block
AR000355,,,Invoice,PF000065,09/23/2024,Closed,NET30,10/23/2024,"16,634.01",0.00,0.00,0.00,0.00,10/25/2024,11100,"Milwaukee, WI",BA007500,United Community Center,Ray Hollnagel,,,PR00045162,12/18/2023,Job Complete,Paid in Full,10/02/2024,"1648 s. 37th st. Milwaukee, WI",,Milwaukee,WI,53215,TRUE,,CHECK,,FALSE,1028 S 9th St,,Milwaukee,WI,53204,Megan Block
AR000354,,,Invoice,PF000064,09/23/2024,Closed,NET30,10/23/2024,"63,472.81",0.00,0.00,0.00,0.00,09/25/2024,11100,"Milwaukee, WI",BA021647,1612306 Main Commercial Construction,Khary Penebaker,,,PR00045029,08/26/2024,Job Complete,,03/21/2025,"7404 246th Ave, Salem, WI 53168",,Paddock Lake,WI,53168,TRUE,,CHECK,,FALSE,310 Melvin DR,Suite 21,Northbrook,IL,60062,Megan Block
AR000353,,,Invoice,PF000063,09/23/2024,Closed,NET120,01/21/2025,"2,500.00",0.00,0.00,0.00,0.00,09/23/2024,11100,"Milwaukee, WI",BA009371,Keller Architects,Adam Hickmann,,,PR00045315,04/03/2024,Job Complete,Paid in Full,,"639 Baxter Dr. Mukwonago, WI 53149",,Mukwonago,WI,53149,TRUE,,CHECK,,FALSE,937 Ontario Rd,,Green Bay,WI,54311,Megan Block
AR000352,,,Invoice,PF000062,09/23/2024,Closed,NET90,12/22/2024,"231,504.05","6,450.00",0.00,0.00,0.00,09/23/2024,11100,"Milwaukee, WI",BA021615,1611963 DNR Michigan Iron Industry Museum,Khary Penebaker,,,PR00045904,04/08/2024,Job Complete,,,"73 Forge Rd, Negaunee, MI 49866",,Negaunee,MICHIGAN,49866,TRUE,,CHECK,,FALSE,"73 Forge Rd, Negaunee, MI 49866",,Negaunee,MI,49866,Megan Block
AR000351,,,Invoice,,09/23/2024,Closed,NET30,01/23/2025,"4,486.77",0.00,0.00,0.00,0.00,09/23/2024,11100,"Milwaukee, WI",BA021562,1611575 HACM # Westlawn Gardens 9901-9908,Khary Penebaker,,,PR00045673,01/29/2024,Job Complete,Paid in Full,,"6331 W Silver Spring Drive MILWAUKEE, WI 53218",,Milwaukee,WI,53218,TRUE,,CHECK,BA021654,TRUE,6331 W Silver Spring Drive,,Milwaukee,WI,53218,Megan Block
AR000350,,,Invoice,PF000061,09/23/2024,Closed,NET120,01/21/2025,"38,209.68","4,486.77",0.00,0.00,0.00,09/23/2024,11100,"Milwaukee, WI",BA021562,1611575 HACM # Westlawn Gardens 9901-9908,Khary Penebaker,,,PR00045673,01/29/2024,Job Complete,Paid in Full,,"6331 W Silver Spring Drive MILWAUKEE, WI 53218",,Milwaukee,WI,53218,TRUE,,CHECK,BA021654,FALSE,6331 W Silver Spring Drive,,Milwaukee,WI,53218,Megan Block
AR000349,,,Invoice,,09/23/2024,Closed,NET30,10/23/2024,"1,000.00",0.00,0.00,0.00,0.00,11/19/2024,11100,"Milwaukee, WI",BA008738,167471 ROOF CONNECT,Khary Penebaker,,,X,,,,,1921 East Geneva Street,,Delavan,WI,53115,FALSE,,CHECK,,FALSE,44 Grant 65,,Sheridan,AR,72150,Khary Penebaker
AR000348,,,Credit Memo,PF000060,09/20/2024,Closed,,,"6,500.00",0.00,"6,500.00",0.00,0.00,11/26/2024,11102,"Clifton, NJ",BA021519,Wybrook Construction,Christopher Shields,,,PR00045120,11/10/2023,Job Complete,Paid in Full,,220 W Passaic St,,Rochelle Park,NJ,7662,TRUE,,CHECK,,FALSE,204 W Passaic St,,Rochelle Park,NJ,7662,Megan Block
AR000347,,,Invoice,PF000059,09/20/2024,Closed,NET30,10/20/2024,"10,724.00",0.00,0.00,0.00,0.00,09/20/2024,11100,"Milwaukee, WI",BA012087,1610138 21C1V UNIVERSITY OF WISCONSIN – O,Khary Penebaker,,,PR00022651,01/20/2023,,Paid in Full,10/02/2024,,,,,,TRUE,mark.kobasic@roofedright.com,CHECK,,FALSE,,,,,,Megan Block
AR000346,,,Invoice,PF000058,09/19/2024,Closed,RECEIPT,09/19/2024,"30,000.00",0.00,0.00,0.00,0.00,09/24/2024,11100,"Milwaukee, WI",BA010737,"LC Leasing Co., Inc.",Ray Hollnagel,,,PR00046034,10/14/2024,In Production,,,725 Larry Ct,,Waukesha,WI,53186,TRUE,,CHECK,,FALSE,705-725 Larry Ct,,Waukesha,WI,53186,Megan Block
AR000345,,,Invoice,PF000057,09/19/2024,Closed,RECEIPT,09/19/2024,"151,636.34",0.00,0.00,0.00,0.00,10/25/2024,11102,"Clifton, NJ",BA021482,Atria Management Company,Christopher Shields,,,PR00045078,05/26/2023,Complete/Job Ready to Cost,Paid in Full,12/31/2025,42 Mall Rd,,Burlington,MA,1803,TRUE,dana.marro@atriaseniorliving.com,CHECK,,FALSE,300 E Market St,,Louisville,KY,40202,Megan Block
AR000344,,,Invoice,,09/19/2024,Open,0,09/19/2024,"1,500.00",0.00,"1,500.00",0.00,0.00,,11100,"Milwaukee, WI",BA021632,1612037 D'Araun Brown,Khary Penebaker,,,X,,,,,"7276 N Range Line Rd, Glendale, WI 53209",,Glendale,WI,53209,FALSE,,CHECK,,FALSE,"7276 N Range Line Rd, Glendale, WI 53209",,Glendale,WI,53209,Khary Penebaker
AR000343,,,Invoice,,09/19/2024,Closed,NET44,11/02/2024,999.00,0.00,0.00,0.00,0.00,12/30/2024,11100,"Milwaukee, WI",BA008738,167471 ROOF CONNECT,Khary Penebaker,,,X,,,,,"2501 W Broadway, Monona, WI 53713",,Monona,WI,53713,FALSE,,CHECK,,FALSE,44 Grant 65,,Sheridan,AR,72150,Khary Penebaker
AR000342,,,Invoice,,09/03/2024,Closed,NET30,10/03/2024,"2,475.73",0.00,0.00,0.00,0.00,09/03/2024,11100,"Milwaukee, WI",BA021562,1611575 HACM # Westlawn Gardens 9901-9908,Khary Penebaker,,,X,,,,,6331 W Silver Spring Drive,,Milwaukee,WI,53218,TRUE,,CHECK,BA021654,TRUE,6331 W Silver Spring Drive,,Milwaukee,WI,53218,Mira Ibrahim
AR000341,,,Invoice,,09/19/2024,Closed,NET44,11/02/2024,400.00,0.00,0.00,0.00,0.00,11/07/2024,11100,"Milwaukee, WI",BA008738,167471 ROOF CONNECT,Khary Penebaker,,,X,,,,,"115 North Wales Road Wales, WI, 53183",,Wales,WI,53183,FALSE,,CHECK,,FALSE,44 Grant 65,,Sheridan,AR,72150,Khary Penebaker
AR000340,,,Invoice,PF000056,09/18/2024,Closed,NET90,12/17/2024,"31,844.78","1,592.24",0.00,0.00,"1,592.24",10/10/2024,11100,"Milwaukee, WI",BA012162,1610586 22D4E GORDON CORRECTIONAL CENTER,Khary Penebaker,,,PR00022886,01/01/2005,Job Complete,,03/31/2025,,,,,,TRUE,khary@roofedright.com,CHECK,,FALSE,"10401 County Road G Gordon, WI 54838",,Gordon,WI,54838,Megan Block
AR000339,,,Invoice,PF000055,09/18/2024,Closed,NET30,02/18/2025,"535,058.22","53,505.82",0.00,0.00,"53,505.82",11/18/2024,11100,"Milwaukee, WI",BA021612,1611900 Milwaukee County-King Community C,,,,PR00045299,03/28/2024,Job Complete,Paid in Full,12/10/2024,"1531 W. Vliet St Milwaukee, WI 53205",,Milwaukee,WI,53205,TRUE,,CHECK,,FALSE,"1531 W. Vliet St Milwaukee, WI 53205",,Milwaukee,WI,53205,Megan Block
AR000338,,,Invoice,PF000054,09/18/2024,Closed,NET90,12/17/2024,"107,899.00","5,394.95",0.00,0.00,0.00,09/18/2024,11100,"Milwaukee, WI",BA021615,1611963 DNR Michigan Iron Industry Museum,Khary Penebaker,,,PR00045904,04/08/2024,Job Complete,,,"73 Forge Rd, Negaunee, MI 49866",,Negaunee,MICHIGAN,49866,TRUE,,CHECK,,FALSE,"73 Forge Rd, Negaunee, MI 49866",,Negaunee,MI,49866,Megan Block
AR000337,,,Credit Memo,,09/18/2024,Closed,,,"102,504.05",0.00,0.00,0.00,0.00,09/18/2024,11100,"Milwaukee, WI",BA021615,1611963 DNR Michigan Iron Industry Museum,Khary Penebaker,,,PR00045904,04/08/2024,Job Complete,,,"73 Forge Rd, Negaunee, MI 49866",,Negaunee,MICHIGAN,49866,TRUE,,CHECK,,FALSE,"73 Forge Rd, Negaunee, MI 49866",,Negaunee,MI,49866,Megan Block
AR000336,,,Invoice,PF000014,09/12/2024,Closed,NET30,10/12/2024,"242,895.37",0.00,0.00,0.00,0.00,09/12/2024,11100,"Milwaukee, WI",BA008550,Hendricks Properties,Adam Hickmann,,,PR00045071,04/25/2023,Job Complete,Paid in Full,,415 Genesee St,,Delafield,WI,53018,TRUE,,CHECK,BA005227,FALSE,525 3rd St,STE 300,Beloit,WI,53511,Megan Block
AR000335,,,Credit Memo,,09/12/2024,Closed,,,"242,895.37","5,394.95",0.00,0.00,0.00,09/12/2024,11100,"Milwaukee, WI",BA008550,Hendricks Properties,Adam Hickmann,,,PR00045071,04/25/2023,Job Complete,Paid in Full,,415 Genesee St,,Delafield,WI,53018,TRUE,,CHECK,BA005227,FALSE,525 3rd St,STE 300,Beloit,WI,53511,Megan Block
AR000334,,,Invoice,PF000014,09/12/2024,Closed,NET30,10/12/2024,"242,895.37","5,394.95",0.00,0.00,0.00,09/12/2024,11100,"Milwaukee, WI",BA008550,Hendricks Properties,Adam Hickmann,,,PR00045071,04/25/2023,Job Complete,Paid in Full,,415 Genesee St,,Delafield,WI,53018,TRUE,,CHECK,BA005227,FALSE,525 3rd St,STE 300,Beloit,WI,53511,Megan Block
AR000333,,,Credit Memo,,09/12/2024,Closed,,,"242,895.37",0.00,0.00,0.00,0.00,09/12/2024,11100,"Milwaukee, WI",BA008550,Hendricks Properties,Adam Hickmann,,,PR00045071,04/25/2023,Job Complete,Paid in Full,,415 Genesee St,,Delafield,WI,53018,TRUE,,CHECK,BA005227,FALSE,525 3rd St,STE 300,Beloit,WI,53511,Megan Block
AR000332,,,Invoice,PF000054,09/18/2024,Closed,NET90,12/17/2024,"102,504.05",0.00,0.00,0.00,0.00,09/18/2024,11100,"Milwaukee, WI",BA021615,1611963 DNR Michigan Iron Industry Museum,Khary Penebaker,,,PR00045904,04/08/2024,Job Complete,,,"73 Forge Rd, Negaunee, MI 49866",,Negaunee,MICHIGAN,49866,TRUE,,CHECK,,FALSE,"73 Forge Rd, Negaunee, MI 49866",,Negaunee,MI,49866,Megan Block
AR000331,,,Invoice,,09/18/2024,Closed,NET30,10/18/2024,"31,844.78",0.00,0.00,0.00,0.00,09/18/2024,11100,"Milwaukee, WI",BA012162,1610586 22D4E GORDON CORRECTIONAL CENTER,Khary Penebaker,,,X,,,,,"10401 County Road G Gordon, WI 54838",,Gordon,WI,54838,TRUE,khary@roofedright.com,CHECK,,TRUE,"10401 County Road G Gordon, WI 54838",,Gordon,WI,54838,Mira Ibrahim
AR000330,,,Invoice,,09/17/2024,Closed,NET30,10/17/2024,"25,348.43",0.00,0.00,0.00,0.00,09/17/2024,11100,"Milwaukee, WI",BA002062,163190 STATE OF WISCONSIN,Khary Penebaker,,,X,,,,,,,,,,TRUE,,CHECK,,TRUE,,,,,,Mira Ibrahim
AR000329,,,Invoice,PF000053,09/17/2024,Closed,RECEIPT,09/17/2024,"15,954.00",0.00,0.00,0.00,0.00,09/24/2024,11100,"Milwaukee, WI",BA003676,Midas Auto Serv. Experts,Scott Martin,,,PR00045491,07/16/2024,Job Complete,Paid in Full,10/10/2024,6044 N Port Washington Rd,,Glendale,WI,53217,TRUE,,CHECK,,FALSE,3706 W Wisconsin Ave,,Milwaukee,WI,53208,Megan Block
AR000328,,,Invoice,,09/17/2024,Closed,RECEIPT,09/17/2024,"1,100.00",0.00,0.00,0.00,0.00,11/07/2024,11102,"Clifton, NJ",BA012543,FRIENDWELL MANAGEMENT GROUP LLC,Todd Parsons,,,X,,,,,293-305 US 22 East,,Green Brook,NJ,8812,FALSE,retailinvoices@friendwell.com,CHECK,,FALSE,2035 Lincoln Hwy #2150,,Edison,NJ,8817,Megan Block
AR000327,,,Invoice,,09/17/2024,Closed,RECEIPT,09/17/2024,800.00,0.00,0.00,0.00,0.00,11/07/2024,11102,"Clifton, NJ",BA012543,FRIENDWELL MANAGEMENT GROUP LLC,Todd Parsons,,,X,,,,,401-441 Valley Brook Ave,,Lyndhurst,NJ,7071,FALSE,retailinvoices@friendwell.com,CHECK,,FALSE,2035 Lincoln Hwy #2150,,Edison,NJ,8817,Megan Block
AR000326,,,Invoice,PF000052,09/17/2024,Closed,NET30,09/17/2024,"20,161.33",0.00,0.00,0.00,0.00,09/17/2024,11100,"Milwaukee, WI",BA021603,SSP International,Floyd McKinley,,,PR00045934,10/14/2024,Job Complete,Paid in Full,,3295 N 30th St,,Milwaukee,WI,53216,TRUE,,CHECK,,FALSE,3295 N 30th St,,Milwaukee,WI,53216,Megan Block
AR000325,,,Invoice,PF000051,09/17/2024,Closed,RECEIPT,09/17/2024,"28,827.57",0.00,0.00,0.00,0.00,10/10/2024,11100,"Milwaukee, WI",BA021527,Factotum Property Management,Floyd McKinley,,,PR00045138,11/29/2023,Complete/Job Ready to Cost,Paid in Full,10/10/2024,1242 N Eola Road,,Aurora,IL,60502,TRUE,,CHECK,,FALSE,1400 n Seminary Ave,,Woodstock,IL,60098,Megan Block
AR000324,,,Invoice,PF000050,09/17/2024,Closed,RECEIPT,09/17/2024,"17,211.89",0.00,0.00,0.00,0.00,09/24/2024,11100,"Milwaukee, WI",BA021941,1612431 Whitnall Garden Apartments,Floyd McKinley,,,PR00045542,08/08/2024,Job Complete,Paid in Full,,1557 N Farwell Milwaukee,,Milwaukee,WI,53202,TRUE,,CHECK,,FALSE,1557 N Farwell,,Milwaukee,WI,53202,Megan Block
AR000323,,,Invoice,PF000049,09/17/2024,Closed,RECEIPT,09/17/2024,"1,459.00",0.00,0.00,0.00,0.00,09/30/2024,11100,"Milwaukee, WI",BA021337,Nassimi Realty,Adam Hickmann,TRUE,,PR00045458,06/13/2024,Job Complete,Paid in Full,,2660 Belvidere Rd,,Waukegan,IL,60085,TRUE,,CHECK,,FALSE,,,,,,Megan Block
AR000322,,,Invoice,PF000048,09/17/2024,Closed,NET30,09/17/2024,"120,185.65",0.00,0.00,0.00,0.00,09/26/2024,11100,"Milwaukee, WI",BA012113,Advanced Design Concepts,Steven Krause,,,PR00046033,09/16/2024,Substantially Complete,Paid in Full,11/04/2024,1060 Corporate Center Dr.,,Oconomowoc,WI,53066,TRUE,MSchaefer@adcinc1.com,CHECK,,FALSE,1060 Corporate Center Dr.,,Oconomowoc,WI,53066,Megan Block
AR000321,,,Invoice,PF000047,09/17/2024,Closed,RECEIPT,09/17/2024,"41,931.94",0.00,0.00,0.00,0.00,09/26/2024,11100,"Milwaukee, WI",BA020998,Geneva Lakes Family YMCA,Adam Hickmann,,,PR00045384,04/29/2024,,Paid in Full,,203 S Wells St,,Lake Geneva,WI,53147,TRUE,scott.teske@glymca.org,CHECK,,FALSE,203 South Wells Street,,Lake Geneva,WI,53147,Megan Block
AR000320,,,Invoice,PF000046,09/16/2024,Closed,NET30,09/16/2024,"1,656.94",0.00,0.00,0.00,0.00,09/24/2024,11100,"Milwaukee, WI",BA006243,Pittco Architectural Metals Inc,Paul Brissman,TRUE,,PR00045512,07/24/2024,Job Complete,Paid in Full,,1530 Landmeier Rd,,Elk Grove Village,IL,60007,TRUE,,CHECK,,FALSE,1530 Landmeier Rd,,Elk Grove Village,IL,60007,Megan Block
AR000319,,,Invoice,PF000045,09/16/2024,Closed,RECEIPT,09/16/2024,"1,561.50",0.00,0.00,0.00,0.00,03/25/2025,11100,"Milwaukee, WI",BA010341,Ec Styberg Engineering,Steven Krause,TRUE,,PR00045920,08/28/2024,Job Complete,Paid in Full,,"1600 Goold St. Racine, WI 53404",,Racine,WISCONSIN,53404,TRUE,,CHECK,,FALSE,1600 Goold St,,Racine,WI,53404,Megan Block
AR000318,,,Invoice,PF000044,09/16/2024,Closed,NET30,09/16/2024,"99,416.00",0.00,0.00,0.00,0.00,10/17/2024,11101,"Saginaw, TX",BA021633,United McGill,,,,PR00045387,05/10/2024,Job Complete,Paid in Full,,206 Pecos St.,,Hillsboro,TX,76645,TRUE,,CHECK,,FALSE,1777 Refugee Rd,,Columbus,OH,43207,Megan Block
AR000317,,,Invoice,PF000043,09/15/2024,Closed,NET30,10/15/2024,"25,260.00",0.00,0.00,0.00,0.00,09/24/2024,11100,"Milwaukee, WI",BA021653,Goodland MKE,,,,PR00045488,07/08/2024,Job Complete,Paid in Full,10/07/2024,6230 S Packard Ave,,Cudahy,WI,53110,TRUE,,CHECK,,FALSE,6230 S Packard Ave,,Cudahy,WI,53110,Megan Block
AR000316,,,Invoice,PF000042,09/15/2024,Closed,RECEIPT,09/15/2024,"1,100.00",0.00,0.00,0.00,0.00,11/27/2024,11100,"Milwaukee, WI",BA012543,FRIENDWELL MANAGEMENT GROUP LLC,Todd Parsons,TRUE,,PR00045932,08/13/2024,Job Complete,Paid in Full,,415 Valley Brook Ave,,Lyndhurst,NJ,7071,TRUE,retailinvoices@friendwell.com,CHECK,,FALSE,2035 Lincoln Hwy #2150,,Edison,NJ,8817,Megan Block
AR000315,,,Invoice,PF000041,09/15/2024,Closed,RECEIPT,09/15/2024,"1,200.00",0.00,0.00,0.00,0.00,11/07/2024,11102,"Clifton, NJ",BA012543,FRIENDWELL MANAGEMENT GROUP LLC,Todd Parsons,TRUE,,PR00045846,07/30/2024,Job Complete,Paid in Full,,4110 Quakerbridge Rd,,Lawrence Township,NJ,8648,TRUE,retailinvoices@friendwell.com,CHECK,,FALSE,2035 Lincoln Hwy #2150,,Edison,NJ,8817,Megan Block
AR000314,,,Invoice,PF000040,09/15/2024,Closed,RECEIPT,09/15/2024,"1,500.00",0.00,0.00,0.00,0.00,09/30/2024,11102,"Clifton, NJ",BA021519,Wybrook Construction,Christopher Shields,TRUE,,PR00045939,08/19/2024,Job Complete,Paid in Full,,1080 McDonald Avenue,,Brooklyn,NY,11230,TRUE,,CHECK,,FALSE,204 W Passaic St,,Rochelle Park,NJ,7662,Megan Block
AR000313,,,Invoice,PF000039,09/15/2024,Closed,RECEIPT,09/15/2024,"2,420.46",0.00,0.00,0.00,0.00,10/25/2024,11100,"Milwaukee, WI",BA002261,2000 Development Corporation,Steven Krause,TRUE,,PR00045530,08/06/2024,Job Complete,Paid in Full,,N25W23790 Commerce Circle,,Waukesha,WISCONSIN,53188,TRUE,bsievert@2000dc.com,CHECK,,FALSE,17280 W. North Ave.,,Brookfield,WI,53045,Megan Block
AR000312,,,Invoice,PF000038,09/15/2024,Closed,NET30,10/15/2024,"17,500.00",0.00,0.00,0.00,0.00,10/30/2024,11102,"Clifton, NJ",BA007351,Brookdale Senior Living,Christopher Shields,TRUE,,PR00045843,07/18/2024,Job Complete,Paid in Full,,99 Brookside Dr,,Clinton,NY,13323,TRUE,,CHECK,,FALSE,669 Washington St,,Auburn,MA,1501,Megan Block
AR000311,,,Invoice,PF000037,09/15/2024,Closed,RECEIPT,09/15/2024,600.00,0.00,0.00,0.00,0.00,11/07/2024,11102,"Clifton, NJ",BA012543,FRIENDWELL MANAGEMENT GROUP LLC,Todd Parsons,TRUE,,PR00045943,08/20/2024,Job Complete,Paid in Full,,4110 Quakerbridge Rd,,Lawrence Township,NJ,8648,TRUE,retailinvoices@friendwell.com,CHECK,,FALSE,2035 Lincoln Hwy #2150,,Edison,NJ,8817,Megan Block
AR000310,,,Invoice,PF000036,09/15/2024,Closed,RECEIPT,09/15/2024,800.00,0.00,0.00,0.00,0.00,11/07/2024,11102,"Clifton, NJ",BA012543,FRIENDWELL MANAGEMENT GROUP LLC,Todd Parsons,TRUE,,PR00045945,08/22/2024,Job Complete,Paid in Full,,222 Bergen Blvd,,Fairview,NJ,7022,TRUE,retailinvoices@friendwell.com,CHECK,,FALSE,2035 Lincoln Hwy #2150,,Edison,NJ,8817,Megan Block
AR000309,,,Invoice,PF000035,09/15/2024,Closed,NET60,11/17/2024,960.00,0.00,0.00,0.00,0.00,01/10/2025,11102,"Clifton, NJ",BA009036,167970 NRP East Coast,Todd Parsons,TRUE,,PR00045941,08/19/2024,Job Complete,Paid in Full,,95 Broad St,,Carlstadt,NJ,7072,TRUE,,CHECK,BA002066,FALSE,10 Prospect Hill Terrace,,Windsor,CT,6088,Megan Block
AR000308,,,Invoice,PF000034,09/15/2024,Closed,RECEIPT,09/15/2024,"3,000.00",0.00,0.00,0.00,0.00,09/30/2024,11102,"Clifton, NJ",BA021553,1611469 Wakefern,Christopher Shields,TRUE,,PR00045940,08/19/2024,Job Complete,Paid in Full,,314 Route 15,,Wharton,NJ,7885,TRUE,,CHECK,BA021519,FALSE,250 Passaic St,,Rochelle Park,NJ,7662,Megan Block
AR000307,,,Invoice,PF000033,09/15/2024,Closed,RECEIPT,09/15/2024,"2,000.00",0.00,0.00,0.00,0.00,01/23/2025,11102,"Clifton, NJ",BA009674,ABEC,Todd Parsons,TRUE,,PR00045942,08/20/2024,Job Complete,Paid in Full,,3998 Schelden Cir,,Bethlehem,PA,18017,TRUE,ap@abec.com,CHECK,,FALSE,3998 Schelden Cir #8936,,Bethlehem,PA,18017,Megan Block
